group,names,scores,logfoldchanges,pvals,pvals_adj
0,Steap4,-0.7928427,,0.4278694991508093,0.48135318654466047
0,Mical3,-0.7928549,4.3674355,0.4278623603038173,0.48135318654466047
0,Adamts9,-0.7980128,4.4552155,0.4248630705274634,0.47853261233909955
0,Rprd1a,-0.7990419,7.838481,0.4242661107748408,0.47814117246053484
0,Tent4b,-0.8051922,3.5299425,0.42070880203848715,0.4744110432398705
0,Grk5,-0.8123225,,0.41660659104744757,0.47006170396583696
0,Entpd3,-0.8154834,2.7666402,0.41479566014473357,0.46829404034007904
0,Vps13c,-0.8185218,3.3958318,0.4130593146758439,0.46660854816357855
0,Fstl4,-0.8257257,4.9974155,0.40895974034772653,0.4622498951925659
0,Sorbs2,-0.82582366,,0.40890413132162395,0.4622498951925659
0,Jpt2,-0.83034444,2.8187559,0.40634405935753615,0.45983563269681044
0,Tpk1,-0.8317044,12.706874,0.4055758323564368,0.4592373719003481
0,Enox1,-0.832758,6.1312265,0.40498122648579704,0.45883511298656793
0,Rpl29,-0.8343629,,0.40407649189103034,0.458080801274456
0,Ap4e1,-0.83900625,4.345544,0.4014657981923151,0.45539049416252547
0,Clec12a,-0.83976585,,0.4010396846766243,0.455176480476666
0,Atp11b,-0.84609985,5.6760974,0.39749703449999585,0.45142287626569433
0,Tbrg4,-0.84809685,0.9449866,0.39638403020541535,0.4504257177852882
0,Phka2,-0.8523114,,0.3940412964261024,0.4480291608830595
0,Dnmbp,-0.8523114,4.818928,0.3940412964261024,0.4480291608830595
0,Cenpk,-0.85313225,0.3313673,0.39358598517377996,0.4480291608830595
0,Lsamp,-0.85832685,,0.3907120068912464,0.44503560143227533
0,Ccdc15,-0.85840034,4.0294085,0.3906714290837071,0.44503560143227533
0,Dhx58os,-0.85949075,,0.39006982563681125,0.44483275178213394
0,Phlpp1,-0.86554295,,0.38674083862699427,0.44129892121901665
0,Gna14,-0.8664251,,0.38625709367152394,0.4410094392902391
0,Tango6,-0.8703946,3.2211752,0.3840848162080579,0.43879057966081464
0,Samsn1,-0.8727591,,0.3827943963442094,0.43757713642924834
0,Surf6,-0.8775494,4.969244,0.38018828178637754,0.4348573604919366
0,Aldh1l2,-0.8789216,6.2913,0.3794437869486763,0.43426491915260446
0,Kdm3b,-0.8789216,4.816905,0.3794437869486763,0.43426491915260446
0,Wdr76,-0.8821315,1.5715106,0.37770570616477683,0.4327924917620306
0,Atp8a1,-0.88491255,,0.3762037851687814,0.43132933981372845
0,Tec,-0.8922022,,0.3722845582648179,0.4270912616359401
0,Nim1k,-0.8993571,,0.368462494333364,0.4229596416988376
0,Psmd13,-0.902518,2.7373567,0.36678178505088554,0.42128261350661933
0,Zdhhc18,-0.90259147,3.197885,0.36674275574341286,0.42128261350661933
0,Kctd8,-0.9055073,,0.3651966821528104,0.4199652307660094
0,AU020206,-0.9064139,,0.3647168009244248,0.4196651304754636
0,Setd4,-0.9064139,,0.3647168009244248,0.4196651304754636
0,Mta3,-0.91146153,9.002613,0.3620522384906931,0.41709984446313625
0,Nufip2,-0.9116453,4.463462,0.36195545840499177,0.41709984446313625
0,Enox2,-0.9126744,,0.36141378955149583,0.41686536376066036
0,Wdr7,-0.9126744,,0.36141378955149583,0.41686536376066036
0,Acvr2a,-0.9176363,3.2835386,0.3588093101155385,0.41435990812740203
0,Crppa,-0.91878796,,0.35820650502855456,0.41391312244710016
0,Elovl1,-0.91886145,1.4102771,0.3581680497511406,0.41391312244710016
0,Cdyl2,-0.93076986,3.7775314,0.35197260974522016,0.40720065955436757
0,Mcrip2,-0.9371039,2.6934612,0.34870511292244044,0.40366407093739026
0,Rnf150,-0.93837804,4.681914,0.3480501571626693,0.4031493361213517
0,Reps2,-0.9393337,,0.34755945393185095,0.4028243489645455
0,Gucy1b1,-0.93934596,,0.3475531657231564,0.4028243489645455
0,E2f7,-0.9393582,,0.34754687758682834,0.4028243489645455
0,Klhl15,-0.94221276,3.683577,0.3460837148452628,0.40184281124068366
0,Crebzf,-0.948265,2.2365072,0.34299455960210123,0.39849731561044127
0,Bicral,-0.9526143,,0.3407855361354627,0.39617093558015887
0,Chn1,-0.9526388,,0.34077311680216404,0.39617093558015887
0,Flad1,-0.95655924,0.1706824,0.33878975777856035,0.3943290623324227
0,Gk5,-0.9573311,4.2276425,0.33840015856454664,0.39411488697948716
0,Rbm47,-0.9587278,,0.33769590102680647,0.3935337642968924
