group,names,scores,logfoldchanges,pvals,pvals_adj
0,Il22,-0.07007189,1.0433452,0.944136438294984,0.944136438294984
0,Cd209a,-0.120123245,1.0485971,0.9043855195431006,0.9046942889249863
0,Ttr,-0.16016433,1.2837393,0.8727516306624514,0.8733477724866744
0,Cabp5,-0.16893427,1.1859468,0.8658483460998463,0.8667357888871027
0,Greb1l,-0.17969953,1.7156217,0.8573884704640631,0.8585605668009928
0,Gfra3,-0.18018487,1.359744,0.8570074389869745,0.8584724089681488
0,Cyp11a1,-0.189366,1.0282367,0.8498059679889258,0.851549755884936
0,Nr4a3,-0.1896289,1.3993412,0.8495999399075184,0.851549755884936
0,Unc13a,-0.20994604,1.8465565,0.8337097879035952,0.8359923609026467
0,Exosc5,-0.21697009,-0.20658502,0.8282316607349965,0.8307835556157274
0,Dpp6,-0.22958909,1.7248873,0.8184110858507802,0.82121386354205
0,Dcstamp,-0.23023622,1.8475677,0.8179082198490685,0.8209904365048889
0,Fam71e1,-0.23955892,2.2225492,0.8106722190822391,0.8140060321833312
0,Tll1,-0.23959936,2.1395166,0.810640861193703,0.8140060321833312
0,Polr3h,-0.24863894,1.3565714,0.8036400866027972,0.8074984409280507
0,Aopep,-0.24956918,2.1547835,0.802920531786262,0.8070521983306167
0,Dcx,-0.25025675,2.3300762,0.8023887942451833,0.8067944979884649
0,Slc44a5,-0.2696167,2.4122598,0.7874551597899554,0.7920506756555336
0,Sox7,-0.28028756,2.581303,0.7792568866940436,0.7840737218453118
0,Cplx4,-0.28028756,2.373696,0.7792568866940436,0.7840737218453118
0,Asb4,-0.29968795,2.3984365,0.7644151943453845,0.7696689070212978
0,Tpsb2,-0.33004233,1.8299166,0.741367984681377,0.746719902068214
0,Ttll3,-0.3403492,3.508712,0.7335935761962896,0.7391434588222587
0,Slc27a6,-0.35035947,3.2741213,0.7260689452550362,0.7318135567930018
0,Cacna2d3,-0.35035947,3.144064,0.7260689452550362,0.7318135567930018
0,Prph2,-0.35035947,3.0827966,0.7260689452550362,0.7318135567930018
0,Cdh10,-0.35960126,3.1044698,0.7191453357651663,0.725583964804386
0,Sik2,-0.35999897,3.3781397,0.7188478950736035,0.7255337005048771
0,Rufy4,-0.36001247,2.3719876,0.7188378130842867,0.7255337005048771
0,Vwf,-0.36036974,2.3393748,0.7185706582027118,0.7255337005048771
